label,id,filepath,sentence
-1,piece7,phrases/Goldeneye_Dam_2," t_148 v_68 d_eighth_0 n_47 v_68 d_16th_0 n_64 . v_64 d_16th_0 n_66 , v_60 d_eighth_0 n_40 v_64 d_16th_0 n_67 , v_64 d_16th_0 n_64 , v_64 d_eighth_0 n_40 v_64 d_half_1 n_71 , , v_60 d_eighth_0 n_40 , , v_64 d_eighth_0 n_47 , , v_60 d_eighth_0 n_40 , , v_64 d_eighth_0 n_40 , , v_60 d_eighth_0 n_40 , , t_148 v_68 d_eighth_0 n_48 v_68 d_16th_0 n_64 , v_64 d_16th_0 n_66 , v_64 d_eighth_0 n_41 v_64 d_16th_0 n_67 , v_64 d_16th_0 n_64 , v_64 d_eighth_0 n_41 v_64 d_half_1 n_72 , , v_64 d_eighth_0 n_41 , , v_64 d_eighth_0 n_48 , , v_64 d_eighth_0 n_41 , , v_64 d_eighth_0 n_41 , , v_64 d_eighth_0 n_41 , , t_148 v_68 d_eighth_0 n_49 v_68 d_16th_0 n_64 , v_64 d_16th_0 n_66 , v_64 d_eighth_0 n_42 v_64 d_16th_0 n_67 , v_64 d_16th_0 n_64 , v_64 d_eighth_0 n_42 v_64 d_half_1 n_73 , , v_64 d_eighth_0 n_42 , , v_64 d_eighth_0 n_49 , , v_64 d_eighth_0 n_42 , , v_64 d_eighth_0 n_42 , , v_64 d_eighth_0 n_42 , , t_148 v_68 d_eighth_0 n_48 v_68 d_16th_0 n_64 , v_64 d_16th_0 n_66 , v_64 d_eighth_0 n_41 v_64 d_16th_0 n_67 , v_64 d_16th_0 n_64 , v_64 d_eighth_0 n_41 v_64 d_half_1 n_72 , , v_64 d_eighth_0 n_41 , , v_64 d_eighth_0 n_48 , , v_64 d_eighth_0 n_41 , , v_64 d_eighth_0 n_41 , , v_64 d_eighth_0 n_41 , ,"
-1,piece46,phrases/Final_Fantasy_7_MarkoftheTraitor_4," t_113 v_108 d_eighth_1 n_41 . , , , v_108 d_half_0 n_51 v_108 d_half_0 n_53 v_108 d_half_0 n_58 v_108 d_eighth_1 n_72 , , , , v_108 d_eighth_1 n_70 , , , , v_108 d_eighth_1 n_72 , , , , t_113 v_108 d_eighth_1 n_68 , , , , v_108 d_half_0 n_53 v_108 d_half_0 n_55 v_108 d_half_0 n_60 v_108 d_eighth_1 n_67 , , , , v_108 d_eighth_1 n_65 , , , , v_108 d_eighth_1 n_63 , , , , t_113 v_108 d_eighth_1 n_41 v_108 d_eighth_1 n_62 , , , , v_108 d_half_0 n_51 v_108 d_half_0 n_53 v_108 d_half_0 n_58 v_108 d_eighth_1 n_65 , , , , v_108 d_eighth_1 n_63 , , , , v_108 d_eighth_1 n_60 , , , , t_113 v_108 d_eighth_1 n_58 , , , , v_108 d_half_0 n_53 v_108 d_half_0 n_55 d_eighth_1 n_56 v_108 d_half_0 n_60 , , , , v_108 d_eighth_1 n_55 , , , , v_108 d_eighth_1 n_53 , , , ,"
1,piece97,phrases/BanjoKazooie_GobisValley_10," t_120 v_96 d_eighth_0 n_58 v_96 d_16th_0 n_70 . v_96 d_16th_0 n_69 , v_96 d_eighth_0 n_49 v_96 d_16th_0 n_70 , v_96 d_16th_0 n_69 , v_96 d_eighth_0 n_58 v_96 d_eighth_0 n_70 , , v_96 d_eighth_0 n_46 v_96 d_eighth_0 n_65 , , v_96 d_eighth_0 n_58 v_96 d_16th_0 n_70 , v_96 d_16th_0 n_69 , v_96 d_eighth_0 n_49 v_96 d_16th_0 n_70 , v_96 d_16th_0 n_69 , v_96 d_eighth_0 n_58 v_96 d_eighth_0 n_70 , , v_96 d_eighth_0 n_59 v_96 d_eighth_0 n_65 , , t_120 v_96 d_eighth_0 n_36 v_96 d_eighth_0 n_72 , , v_96 d_eighth_0 n_37 v_96 d_eighth_0 n_73 , , v_96 d_eighth_0 n_36 v_96 d_eighth_0 n_72 , , v_96 d_eighth_0 n_35 v_96 d_eighth_0 n_71 , , v_96 d_eighth_0 n_36 v_96 d_eighth_0 n_72 , , v_96 d_eighth_0 n_37 v_96 d_eighth_0 n_73 , , v_96 d_eighth_0 n_36 v_96 d_eighth_0 n_74 , , v_96 d_eighth_0 n_35 v_96 d_eighth_0 n_75 , , t_120 v_96 d_eighth_0 n_58 v_96 d_16th_0 n_70 , v_96 d_16th_0 n_69 , v_96 d_eighth_0 n_49 v_96 d_16th_0 n_70 , v_96 d_16th_0 n_69 , v_96 d_eighth_0 n_58 v_96 d_eighth_0 n_70 , , v_96 d_eighth_0 n_46 v_96 d_eighth_0 n_65 , , v_96 d_eighth_0 n_58 v_96 d_16th_0 n_70 , v_96 d_16th_0 n_69 , v_96 d_eighth_0 n_49 v_96 d_16th_0 n_70 , v_96 d_16th_0 n_69 , v_96 d_eighth_0 n_58 v_96 d_eighth_0 n_70 , , v_96 d_eighth_0 n_59 v_96 d_eighth_0 n_65 , , t_120 v_96 d_eighth_0 n_60 v_96 d_16th_0 n_72 , v_96 d_16th_0 n_68 , v_96 d_eighth_0 n_48 v_96 d_eighth_0 n_52 v_96 d_16th_0 n_71 , v_96 d_16th_0 n_67 , v_96 d_eighth_0 n_55 v_96 d_16th_0 n_72 , v_96 d_16th_0 n_68 , v_96 d_eighth_0 n_48 v_96 d_eighth_0 n_52 v_96 d_16th_0 n_71 , v_96 d_16th_0 n_67 , v_96 d_eighth_0 n_60 v_96 d_16th_0 n_72 , v_96 d_16th_0 n_68 , v_96 d_eighth_0 n_48 v_96 d_eighth_0 n_52 v_96 d_16th_0 n_71 , v_96 d_16th_0 n_67 , v_96 d_eighth_0 n_55 v_96 d_16th_0 n_72 , v_96 d_16th_0 n_68 , v_96 d_eighth_0 n_48 v_96 d_eighth_0 n_52 v_96 d_16th_0 n_71 , v_96 d_16th_0 n_67 ,"
-1,piece88,phrases/Final_Fantasy_7_FortressoftheCondor_4," t_123 v_108 d_quarter_2 n_41 v_108 d_eighth_1 n_60 v_108 d_eighth_1 n_62 v_108 d_eighth_1 n_67 . , , , v_108 d_eighth_1 n_59 v_108 d_eighth_1 n_61 v_108 d_eighth_1 n_66 , , , , v_108 d_quarter_2 n_41 v_108 d_eighth_1 n_60 v_108 d_eighth_1 n_62 v_108 d_eighth_1 n_67 , , , , v_108 d_eighth_1 n_58 v_108 d_eighth_1 n_62 v_108 d_eighth_1 n_65 , , , , t_123 v_108 d_eighth_1 n_41 v_108 d_eighth_1 n_60 v_108 d_eighth_1 n_62 v_108 d_eighth_1 n_67 , , , , v_108 d_quarter_2 n_46 v_108 d_eighth_1 n_59 v_108 d_eighth_1 n_61 v_108 d_eighth_1 n_66 , , , , v_108 d_eighth_1 n_60 v_108 d_eighth_1 n_62 v_108 d_eighth_1 n_67 , , , , v_108 d_eighth_1 n_45 v_108 d_eighth_1 n_64 v_108 d_eighth_1 n_66 v_108 d_eighth_1 n_71 , , , , t_123 v_108 d_quarter_2 n_43 v_108 d_eighth_1 n_60 v_108 d_eighth_1 n_62 v_108 d_eighth_1 n_67 , , , , v_108 d_eighth_1 n_59 v_108 d_eighth_1 n_61 v_108 d_eighth_1 n_66 , , , , v_108 d_quarter_2 n_41 v_108 d_eighth_1 n_60 v_108 d_eighth_1 n_62 v_108 d_eighth_1 n_67 , , , , v_108 d_eighth_1 n_58 v_108 d_eighth_1 n_62 v_108 d_eighth_1 n_65 , , , , t_123 v_108 d_eighth_1 n_38 v_108 d_eighth_1 n_60 v_108 d_eighth_1 n_62 v_108 d_eighth_1 n_67 , , , , v_108 d_breve_0 n_39 v_108 d_eighth_1 n_59 v_108 d_eighth_1 n_61 v_108 d_eighth_1 n_66 , , , , v_108 d_eighth_1 n_60 v_108 d_eighth_1 n_62 v_108 d_eighth_1 n_67 , , , , v_108 d_eighth_1 n_64 v_108 d_eighth_1 n_66 v_108 d_eighth_1 n_71 , , , ,"
1,piece43,phrases/Final_Fantasy_7_MiningTown_5," t_60 v_108 d_eighth_0 n_52 v_108 d_eighth_0 n_57 v_108 d_half_0 n_84 , , v_108 d_eighth_0 n_53 v_108 d_eighth_0 n_60 , , v_108 d_eighth_0 n_48 , , v_108 d_eighth_0 n_52 v_108 d_eighth_0 n_57 , , v_108 d_eighth_0 n_53 v_108 d_eighth_0 n_60 , , v_108 d_16th_0 n_83 , v_108 d_16th_0 n_81 , v_108 d_eighth_0 n_52 v_108 d_eighth_0 n_57 v_108 d_half_0 n_79 , , v_108 d_eighth_0 n_53 v_108 d_eighth_0 n_60 , , t_60 v_108 d_eighth_0 n_48 v_108 d_eighth_0 n_52 , , v_108 d_eighth_0 n_50 v_108 d_eighth_0 n_55 , , v_108 d_eighth_0 n_52 v_108 d_eighth_0 n_60 , , v_108 d_16th_0 n_76 , v_108 d_16th_0 n_79 , v_108 d_eighth_0 n_50 v_108 d_eighth_0 n_57 v_108 d_whole_0 n_78 , , v_108 d_eighth_0 n_52 v_108 d_eighth_0 n_59 , , v_108 d_eighth_0 n_47 v_108 d_eighth_0 n_54 , , v_108 d_eighth_0 n_50 v_108 d_eighth_0 n_57 , , t_60 v_108 d_eighth_0 n_52 v_108 d_eighth_0 n_59 . , , , v_108 d_eighth_0 n_50 v_108 d_eighth_0 n_57 , , v_108 d_eighth_0 n_52 v_108 d_eighth_0 n_59 , , v_108 d_eighth_0 n_47 v_108 d_eighth_0 n_54 , , v_108 d_eighth_0 n_50 v_108 d_eighth_0 n_57 , , v_108 d_eighth_0 n_52 v_108 d_eighth_0 n_59 , , , ."
1,piece35,phrases/Legend_Of_Zelda_The_Ocarina_Of_Time_GerudoValley_3," t_120 v_92 d_16th_0 n_40 . v_72 d_16th_0 n_56 v_72 d_16th_0 n_64 , v_72 d_16th_0 n_56 v_72 d_16th_0 n_64 , v_72 d_16th_0 n_56 v_72 d_16th_0 n_64 v_108 d_16th_0 n_66 , v_72 d_16th_0 n_40 v_108 d_eighth_1 n_68 , v_72 d_16th_0 n_56 v_72 d_16th_0 n_64 , v_72 d_16th_0 n_64 , v_72 d_16th_0 n_56 v_72 d_16th_0 n_64 , v_92 d_16th_0 n_40 v_108 d_16th_0 n_64 , v_72 d_16th_0 n_56 v_72 d_16th_0 n_64 v_108 d_16th_0 n_66 , v_72 d_16th_0 n_56 v_72 d_16th_0 n_64 v_108 d_quarter_0 n_68 , v_72 d_16th_0 n_56 v_72 d_16th_0 n_64 , v_72 d_16th_0 n_40 , v_72 d_16th_0 n_56 v_72 d_16th_0 n_64 , v_72 d_16th_0 n_64 , v_72 d_16th_0 n_56 v_72 d_16th_0 n_64 , t_120 v_92 d_16th_0 n_37 , v_72 d_16th_0 n_59 v_72 d_16th_0 n_61 v_72 d_16th_0 n_65 v_108 d_16th_0 n_69 , v_72 d_16th_0 n_61 v_72 d_16th_0 n_65 v_108 d_16th_0 n_71 , v_72 d_16th_0 n_61 v_72 d_16th_0 n_65 v_108 d_16th_0 n_69 , v_72 d_16th_0 n_49 v_108 d_eighth_1 n_68 , v_72 d_16th_0 n_61 v_72 d_16th_0 n_65 , v_72 d_16th_0 n_65 , v_72 d_16th_0 n_61 v_72 d_16th_0 n_65 , v_92 d_16th_0 n_37 , v_72 d_16th_0 n_59 v_72 d_16th_0 n_61 v_72 d_16th_0 n_65 , v_72 d_16th_0 n_61 v_72 d_16th_0 n_65 , v_72 d_16th_0 n_61 v_72 d_16th_0 n_65 , v_72 d_16th_0 n_49 , v_72 d_16th_0 n_61 v_72 d_16th_0 n_65 , v_72 d_16th_0 n_65 , v_72 d_16th_0 n_61 v_72 d_16th_0 n_65 , t_120 v_92 d_16th_0 n_42 , v_72 d_16th_0 n_57 v_72 d_16th_0 n_61 v_72 d_16th_0 n_66 , v_72 d_16th_0 n_61 v_72 d_16th_0 n_66 , v_72 d_16th_0 n_61 v_72 d_16th_0 n_66 , v_72 d_16th_0 n_42 , v_72 d_16th_0 n_57 v_72 d_16th_0 n_61 v_72 d_16th_0 n_66 v_108 d_eighth_1 n_69 , v_72 d_16th_0 n_66 , v_72 d_16th_0 n_61 v_72 d_16th_0 n_66 , v_92 d_16th_0 n_42 v_108 d_eighth_1 n_68 , v_72 d_16th_0 n_57 v_72 d_16th_0 n_61 v_72 d_16th_0 n_66 , v_72 d_16th_0 n_61 v_72 d_16th_0 n_66 , v_72 d_16th_0 n_61 v_72 d_16th_0 n_66 , v_72 d_16th_0 n_42 , v_72 d_16th_0 n_57 v_72 d_16th_0 n_61 v_72 d_16th_0 n_66 , v_108 d_eighth_0 n_61 v_72 d_16th_0 n_66 , v_72 d_16th_0 n_61 v_72 d_16th_0 n_66 , t_120 v_92 d_16th_0 n_38 v_108 d_eighth_1 n_64 , v_72 d_16th_0 n_57 v_72 d_16th_0 n_62 v_72 d_16th_0 n_66 , v_72 d_16th_0 n_62 v_72 d_16th_0 n_66 , v_72 d_16th_0 n_62 v_72 d_16th_0 n_66 , v_72 d_16th_0 n_50 v_108 d_16th_0 n_64 , v_72 d_16th_0 n_57 v_72 d_16th_0 n_62 v_72 d_16th_0 n_66 , v_108 d_16th_0 n_64 v_72 d_16th_0 n_66 , v_72 d_16th_0 n_62 v_72 d_16th_0 n_66 , v_92 d_16th_0 n_38 , v_72 d_16th_0 n_57 v_72 d_16th_0 n_62 v_72 d_16th_0 n_66 , v_72 d_16th_0 n_62 v_72 d_16th_0 n_66 , v_72 d_16th_0 n_66 , v_72 d_16th_0 n_50 , v_72 d_16th_0 n_57 v_72 d_16th_0 n_62 v_72 d_16th_0 n_66 , v_72 d_16th_0 n_66 , v_72 d_16th_0 n_62 v_72 d_16th_0 n_66 ,"
1,piece87,phrases/Donkey_Kong_Country_2_HotHeadBop_7," t_108 v_56 d_16th_0 n_33 . v_52 d_16th_0 n_33 , , , , , v_52 d_16th_0 n_33 , v_52 d_16th_0 n_33 , , , , , , , , v_52 d_16th_0 n_33 , t_108 v_56 d_16th_0 n_33 , v_52 d_16th_0 n_33 , , , , v_52 d_16th_0 n_33 , v_52 d_16th_0 n_33 , v_52 d_16th_0 n_33 , , , v_64 d_eighth_0 n_40 , , v_64 d_eighth_0 n_43 , , v_64 d_eighth_0 n_44 , , t_108 v_56 d_16th_0 n_33 , v_52 d_16th_0 n_33 , , , , , v_52 d_16th_0 n_33 , v_52 d_16th_0 n_33 , , , , , , , , v_52 d_16th_0 n_33 , t_108 v_56 d_16th_0 n_33 , v_52 d_16th_0 n_33 , , , , v_52 d_16th_0 n_33 , v_52 d_16th_0 n_33 , v_52 d_16th_0 n_33 , , , v_64 d_eighth_0 n_33 , , v_64 d_eighth_0 n_34 , , v_64 d_eighth_0 n_35 , ,"
1,piece44,phrases/Final_Fantasy_7_AerithsTheme_5," t_80 v_108 d_eighth_1 n_55 v_108 d_eighth_1 n_67 . , , , v_108 d_eighth_1 n_55 v_108 d_eighth_1 n_67 v_108 d_eighth_1 n_71 v_108 d_eighth_1 n_74 , , , , v_108 d_eighth_1 n_54 v_108 d_eighth_1 n_66 v_108 d_eighth_1 n_69 v_108 d_eighth_1 n_73 , , , , v_108 d_eighth_1 n_52 v_108 d_eighth_1 n_64 v_108 d_eighth_1 n_67 v_108 d_eighth_1 n_71 , , , , t_80 v_108 d_quarter_2 n_50 v_108 d_quarter_2 n_62 v_108 d_quarter_2 n_66 v_108 d_quarter_2 n_69 , , , , , , , , v_108 d_quarter_2 n_50 v_108 d_quarter_2 n_57 v_108 d_quarter_2 n_61 v_108 d_quarter_2 n_66 , , , , , , , , t_80 v_108 d_eighth_1 n_55 v_108 d_eighth_1 n_59 v_108 d_eighth_1 n_62 , , , , v_108 d_eighth_1 n_43 v_108 d_eighth_1 n_55 v_108 d_eighth_1 n_67 v_108 d_eighth_1 n_71 v_108 d_eighth_1 n_74 , , , , v_108 d_eighth_1 n_42 v_108 d_eighth_1 n_54 v_108 d_eighth_1 n_66 v_108 d_eighth_1 n_69 v_108 d_eighth_1 n_73 , , , , v_108 d_eighth_1 n_40 v_108 d_eighth_1 n_52 v_108 d_eighth_1 n_64 v_108 d_eighth_1 n_67 v_108 d_eighth_1 n_71 , , , , t_80 v_108 d_quarter_2 n_42 v_108 d_quarter_2 n_54 v_108 d_quarter_0 n_69 v_108 d_quarter_0 n_73 , , , , , , v_108 d_eighth_0 n_69 v_108 d_eighth_0 n_78 , , v_108 d_eighth_1 n_44 v_108 d_eighth_1 n_56 v_108 d_eighth_1 n_69 v_108 d_eighth_1 n_74 v_108 d_eighth_1 n_78 , , , , v_108 d_eighth_1 n_45 v_108 d_eighth_1 n_57 v_108 d_eighth_1 n_73 , , , ,"
1,piece98,phrases/Final_Fantasy_7_GreatWarrior_7," t_105 v_108 d_16th_0 n_64 . v_108 d_16th_0 n_66 , v_108 d_16th_0 n_67 , v_108 d_16th_0 n_69 , v_108 d_half_3 n_48 v_108 d_half_1 n_52 v_108 d_eighth_1 n_59 v_108 d_eighth_1 n_71 , , , , v_108 d_eighth_1 n_57 v_108 d_eighth_1 n_71 , , , , v_108 d_eighth_1 n_55 v_108 d_eighth_0 n_71 , , v_108 d_eighth_1 n_72 , , t_105 , , v_108 d_eighth_0 n_71 , , v_108 d_half_3 n_47 v_108 d_half_3 n_54 v_108 d_quarter_2 n_64 v_108 d_quarter_2 n_69 , , , , , , , , v_108 d_quarter_2 n_62 v_108 d_eighth_1 n_67 , , , , t_105 v_108 d_eighth_1 n_66 , , , , v_108 d_half_3 n_45 v_108 d_eighth_1 n_52 v_108 d_breve_3 n_61 v_108 d_whole_4 n_64 , , , , v_108 d_eighth_1 n_54 , , , , v_108 d_eighth_1 n_55 , , , , t_105 v_108 d_eighth_1 n_57 , , , , v_108 d_half_3 n_45 v_108 d_half_3 n_52 , , , , , , , , , , , ,"
-1,piece47,phrases/Super_Mario_Bros_Underworld_2," t_89 v_108 d_16th_0 n_39 , v_108 d_16th_0 n_51 , , , , , , , v_108 d_16th_0 n_41 , v_108 d_16th_0 n_53 , v_108 d_16th_0 n_38 , v_108 d_16th_0 n_50 , v_108 d_16th_0 n_39 , v_108 d_16th_0 n_51 , , , t_89 . , v_108 d_16th_0 n_38 n_39 v_108 d_16th_0 n_50 n_51 , v_108 d_16th_0 n_37 v_108 d_16th_0 n_49 , v_108 d_16th_0 n_36 v_108 d_16th_0 n_48 , , v_108 d_16th_0 n_39 v_108 d_16th_0 n_51 , , v_108 d_16th_0 n_38 v_108 d_16th_0 n_50 , , v_108 d_16th_0 n_44 , , v_108 d_16th_0 n_43 , , v_108 d_16th_0 n_37 v_108 d_16th_0 n_49 , , t_89 v_108 d_16th_0 n_36 v_108 d_16th_0 n_48 , v_108 d_16th_0 n_41 n_42 v_108 d_16th_0 n_53 n_54 , v_108 d_16th_0 n_40 v_108 d_16th_0 n_46 v_108 d_16th_0 n_52 v_108 d_16th_0 n_58 , v_108 d_16th_0 n_45 v_108 d_16th_0 n_57 , v_108 d_16th_0 n_44 v_108 d_16th_0 n_56 , v_108 d_16th_0 n_39 v_108 d_16th_0 n_51 , v_108 d_16th_0 n_35 v_108 d_16th_0 n_47 , , v_108 d_16th_0 n_34 v_108 d_16th_0 n_46 , v_108 d_16th_0 n_33 v_108 d_16th_0 n_45 , v_108 d_16th_0 n_44 , , , , , ,"
-1,piece71,phrases/Goldeneye_Runway_12," t_120 v_72 d_whole_0 n_60 v_72 d_whole_0 n_64 v_72 d_whole_0 n_67 v_72 d_whole_0 n_76 . , , , , , , , , , , , , , , , t_120 v_68 d_eighth_0 n_40 v_76 d_quarter_1 n_64 v_76 d_quarter_1 n_76 , , v_64 d_eighth_0 n_40 , , v_64 d_eighth_0 n_40 , , v_64 d_eighth_0 n_38 v_64 d_eighth_0 n_62 v_76 d_half_0 n_74 , , v_64 d_eighth_0 n_40 , , , , v_64 d_eighth_0 n_40 , , v_64 d_eighth_0 n_38 , , t_120 v_68 d_eighth_0 n_40 v_76 d_quarter_1 n_66 v_76 d_quarter_1 n_78 , , , , v_64 d_eighth_0 n_40 , , v_64 d_eighth_0 n_38 v_64 d_eighth_0 n_67 v_76 d_quarter_1 n_79 , , v_64 d_eighth_0 n_43 , , v_64 d_eighth_0 n_35 , , v_64 d_eighth_0 n_36 v_72 d_quarter_0 n_66 v_72 d_quarter_0 n_78 , , v_64 d_eighth_0 n_38 , , t_120 v_68 d_eighth_0 n_40 v_76 d_quarter_1 n_64 v_76 d_quarter_1 n_76 , , v_64 d_eighth_0 n_40 , , v_64 d_eighth_0 n_40 , , v_64 d_eighth_0 n_38 v_64 d_eighth_0 n_60 v_76 d_half_0 n_72 , , v_64 d_eighth_0 n_40 , , , , v_64 d_eighth_0 n_40 , , v_64 d_eighth_0 n_38 , ,"
1,piece31,phrases/Legend_Of_Zelda_The_Ocarina_Of_Time_OwlsTheme_1," t_80 v_108 d_eighth_0 n_53 v_108 d_eighth_0 n_65 . , v_108 d_eighth_0 n_53 v_108 d_eighth_0 n_68 , , v_108 d_eighth_1 n_55 v_108 d_16th_0 n_67 , v_108 d_16th_0 n_65 , v_108 d_16th_0 n_63 , v_108 d_16th_0 n_62 , v_108 d_eighth_1 n_62 , , v_108 d_eighth_0 n_55 , v_108 d_16th_0 n_60 , v_108 d_eighth_0 n_48 v_108 d_eighth_1 n_60 , , , , t_80 v_108 d_eighth_0 n_48 v_108 d_eighth_1 n_60 , , v_108 d_eighth_0 n_50 , v_108 d_16th_0 n_59 , v_108 d_eighth_0 n_51 v_108 d_eighth_1 n_60 , , v_108 d_eighth_0 n_53 , v_108 d_16th_0 n_59 , v_108 d_eighth_1 n_56 v_108 d_16th_0 n_60 , v_108 d_16th_0 n_62 , v_108 d_16th_0 n_63 , v_108 d_16th_0 n_65 , v_108 d_eighth_0 n_55 v_108 d_eighth_0 n_67 , , v_108 d_eighth_0 n_53 v_108 d_eighth_0 n_60 , , t_80 v_108 d_eighth_1 n_51 v_108 d_eighth_0 n_67 , , v_108 d_eighth_0 n_72 , , v_108 d_eighth_1 n_53 v_108 d_16th_0 n_70 , v_108 d_16th_0 n_68 , v_108 d_16th_0 n_67 , v_108 d_16th_0 n_65 , v_108 d_eighth_1 n_55 v_108 d_eighth_0 n_63 , , v_108 d_16th_0 n_62 , v_108 d_16th_0 n_60 , v_108 d_eighth_0 n_59 , , v_108 d_16th_0 n_55 , v_108 d_16th_0 n_53 , t_80 v_108 d_eighth_0 n_51 v_108 d_eighth_1 n_60 , , v_108 d_eighth_0 n_50 , v_108 d_16th_0 n_59 , v_108 d_eighth_0 n_51 v_108 d_eighth_1 n_60 , , v_108 d_eighth_0 n_53 , v_108 d_16th_0 n_59 , v_108 d_eighth_0 n_51 v_108 d_16th_0 n_60 , v_108 d_16th_0 n_62 , v_108 d_eighth_0 n_47 v_108 d_16th_0 n_63 , v_108 d_16th_0 n_65 , v_108 d_eighth_0 n_48 v_108 d_eighth_0 n_67 , , v_108 d_eighth_0 n_46 v_108 d_eighth_0 n_60 , ,"
1,piece91,phrases/Donkey_Kong_Country_2_JibJig_11," t_124 v_108 d_eighth_1 n_52 v_108 d_eighth_1 n_56 v_108 d_eighth_1 n_59 v_108 d_eighth_0 n_71 . , v_108 d_16th_0 n_69 , v_108 d_16th_0 n_71 , v_108 d_eighth_1 n_57 v_108 d_eighth_1 n_61 v_108 d_eighth_1 n_64 v_108 d_eighth_0 n_73 , , v_108 d_16th_0 n_69 , , v_108 d_eighth_1 n_57 v_108 d_eighth_1 n_61 v_108 d_eighth_1 n_64 v_108 d_eighth_0 n_73 , , v_108 d_16th_0 n_69 , , v_108 d_eighth_1 n_57 v_108 d_eighth_1 n_62 v_108 d_eighth_1 n_66 v_108 d_16th_0 n_74 , v_108 d_16th_0 n_73 , v_108 d_16th_0 n_71 , , t_124 v_108 d_eighth_1 n_57 v_108 d_eighth_1 n_61 v_108 d_eighth_1 n_64 v_108 d_eighth_0 n_73 , , v_108 d_16th_0 n_69 , , v_108 d_eighth_1 n_57 v_108 d_eighth_1 n_62 v_108 d_eighth_1 n_66 v_108 d_16th_0 n_78 , v_108 d_16th_0 n_76 , v_108 d_16th_0 n_74 , , v_108 d_eighth_1 n_57 v_108 d_eighth_1 n_61 v_108 d_eighth_1 n_64 v_108 d_eighth_0 n_76 , , v_108 d_16th_0 n_73 , , v_108 d_eighth_1 n_57 v_108 d_eighth_1 n_62 v_108 d_eighth_1 n_66 v_108 d_16th_0 n_78 , v_108 d_16th_0 n_80 , v_108 d_16th_0 n_81 , , t_124 v_108 d_eighth_1 n_59 v_108 d_eighth_1 n_64 v_108 d_eighth_1 n_68 v_108 d_eighth_0 n_80 , , v_108 d_16th_0 n_78 , v_108 d_16th_0 n_80 , v_108 d_half_3 n_57 v_108 d_half_3 n_61 v_108 d_half_3 n_64 v_108 d_half_3 n_81 , , , , , , , , , , , , t_124 , , , , .
"
-1,piece24,phrases/Goldeneye_Caverns_9," t_94 v_56 d_16th_0 n_66 . v_52 d_16th_0 n_71 , v_52 d_16th_0 n_74 , v_52 d_16th_0 n_71 , v_52 d_16th_0 n_66 , v_52 d_16th_0 n_71 , v_52 d_16th_0 n_74 , v_52 d_16th_0 n_71 , v_52 d_16th_0 n_66 , v_52 d_16th_0 n_71 , v_52 d_16th_0 n_74 , v_52 d_16th_0 n_71 , v_52 d_16th_0 n_66 , v_52 d_16th_0 n_71 , v_52 d_16th_0 n_74 , v_52 d_16th_0 n_73 , t_94 v_56 d_16th_0 n_90 , v_52 d_16th_0 n_83 , v_52 d_16th_0 n_86 , v_52 d_16th_0 n_83 , v_52 d_16th_0 n_90 , v_52 d_16th_0 n_83 , v_52 d_16th_0 n_86 , v_52 d_16th_0 n_83 , v_52 d_16th_0 n_90 , v_52 d_16th_0 n_83 , v_52 d_16th_0 n_86 , v_52 d_16th_0 n_83 , v_72 d_quarter_0 n_55 v_52 d_16th_0 n_90 , v_52 d_16th_0 n_83 , v_52 d_16th_0 n_86 , v_52 d_16th_0 n_83 , t_94 v_76 d_half_0 n_57 v_56 d_16th_0 n_67 , v_52 d_16th_0 n_70 , v_52 d_16th_0 n_74 , v_52 d_16th_0 n_70 , v_52 d_16th_0 n_67 , v_52 d_16th_0 n_70 , v_52 d_16th_0 n_67 , v_52 d_16th_0 n_70 , v_72 d_quarter_1 n_58 v_52 d_16th_0 n_67 , v_52 d_16th_0 n_70 , v_52 d_16th_0 n_74 , v_52 d_16th_0 n_70 , v_52 d_16th_0 n_67 , v_52 d_16th_0 n_70 , v_68 d_whole_0 n_50 v_52 d_16th_0 n_67 , v_52 d_16th_0 n_70 , t_94 v_56 d_16th_0 n_91 , v_52 d_16th_0 n_82 , v_52 d_16th_0 n_86 , v_52 d_16th_0 n_82 , v_52 d_16th_0 n_91 , v_52 d_16th_0 n_82 , v_52 d_16th_0 n_86 , v_52 d_16th_0 n_82 , v_52 d_16th_0 n_91 , v_52 d_16th_0 n_82 , v_52 d_16th_0 n_86 , v_52 d_16th_0 n_82 , v_52 d_16th_0 n_91 , v_52 d_16th_0 n_82 , v_52 d_16th_0 n_86 , v_52 d_16th_0 n_82 ,"
