valence,arousal,id,part,repeat,filepath
1,1,piece_83,0,-1,../phrases/Donkey Kong_SNES_Donkey Kong Country 2 Diddy's Kong Quest_Snakey Chantey_0.mid
1,1,piece_83,4,-1,../phrases/Donkey Kong_SNES_Donkey Kong Country 2 Diddy's Kong Quest_Snakey Chantey_4.mid
1,1,piece_83,8,-1,../phrases/Donkey Kong_SNES_Donkey Kong Country 2 Diddy's Kong Quest_Snakey Chantey_8.mid
1,1,piece_83,12,-1,../phrases/Donkey Kong_SNES_Donkey Kong Country 2 Diddy's Kong Quest_Snakey Chantey_12.mid
1,1,piece_83,16,-1,../phrases/Donkey Kong_SNES_Donkey Kong Country 2 Diddy's Kong Quest_Snakey Chantey_16.mid
1,1,piece_83,20,-1,../phrases/Donkey Kong_SNES_Donkey Kong Country 2 Diddy's Kong Quest_Snakey Chantey_20.mid
1,1,piece_83,24,-1,../phrases/Donkey Kong_SNES_Donkey Kong Country 2 Diddy's Kong Quest_Snakey Chantey_24.mid
1,1,piece_83,28,-1,../phrases/Donkey Kong_SNES_Donkey Kong Country 2 Diddy's Kong Quest_Snakey Chantey_28.mid
1,1,piece_83,32,-1,../phrases/Donkey Kong_SNES_Donkey Kong Country 2 Diddy's Kong Quest_Snakey Chantey_32.mid
1,1,piece_83,36,-1,../phrases/Donkey Kong_SNES_Donkey Kong Country 2 Diddy's Kong Quest_Snakey Chantey_36.mid
1,1,piece_83,40,-1,../phrases/Donkey Kong_SNES_Donkey Kong Country 2 Diddy's Kong Quest_Snakey Chantey_40.mid
1,0,piece_84,0,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Lost Woods_0.mid
1,0,piece_84,4,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Lost Woods_4.mid
1,0,piece_84,8,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Lost Woods_8.mid
1,0,piece_84,12,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Lost Woods_12.mid
1,0,piece_84,16,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Lost Woods_16.mid
1,0,piece_84,20,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Lost Woods_20.mid
1,0,piece_84,24,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Lost Woods_24.mid
1,0,piece_84,28,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Lost Woods_28.mid
1,1,piece_85,0,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Cinco de Chocobo_0.mid
1,1,piece_85,4,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Cinco de Chocobo_4.mid
1,1,piece_85,8,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Cinco de Chocobo_8.mid
1,1,piece_85,12,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Cinco de Chocobo_12.mid
1,1,piece_85,16,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Cinco de Chocobo_16.mid
1,1,piece_85,20,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Cinco de Chocobo_20.mid
1,1,piece_85,24,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Cinco de Chocobo_24.mid
1,1,piece_85,28,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Cinco de Chocobo_28.mid
1,1,piece_85,32,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Cinco de Chocobo_32.mid
1,1,piece_85,36,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Cinco de Chocobo_36.mid
1,1,piece_85,40,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Cinco de Chocobo_40.mid
1,1,piece_86,0,-1,../phrases/Donkey Kong_SNES_Donkey Kong Country 2 Diddy's Kong Quest_Jib Jig_0.mid
0,1,piece_86,0,-1,../phrases/Donkey Kong_SNES_Donkey Kong Country 2 Diddy's Kong Quest_Jib Jig_0.mid
0,1,piece_86,4,-1,../phrases/Donkey Kong_SNES_Donkey Kong Country 2 Diddy's Kong Quest_Jib Jig_4.mid
1,1,piece_86,0,-1,../phrases/Donkey Kong_SNES_Donkey Kong Country 2 Diddy's Kong Quest_Jib Jig_0.mid
1,1,piece_86,4,-1,../phrases/Donkey Kong_SNES_Donkey Kong Country 2 Diddy's Kong Quest_Jib Jig_4.mid
1,1,piece_86,8,-1,../phrases/Donkey Kong_SNES_Donkey Kong Country 2 Diddy's Kong Quest_Jib Jig_8.mid
1,1,piece_86,12,-1,../phrases/Donkey Kong_SNES_Donkey Kong Country 2 Diddy's Kong Quest_Jib Jig_12.mid
1,1,piece_86,16,-1,../phrases/Donkey Kong_SNES_Donkey Kong Country 2 Diddy's Kong Quest_Jib Jig_16.mid
1,1,piece_86,20,-1,../phrases/Donkey Kong_SNES_Donkey Kong Country 2 Diddy's Kong Quest_Jib Jig_20.mid
1,1,piece_86,24,-1,../phrases/Donkey Kong_SNES_Donkey Kong Country 2 Diddy's Kong Quest_Jib Jig_24.mid
1,1,piece_86,28,-1,../phrases/Donkey Kong_SNES_Donkey Kong Country 2 Diddy's Kong Quest_Jib Jig_28.mid
1,1,piece_86,32,-1,../phrases/Donkey Kong_SNES_Donkey Kong Country 2 Diddy's Kong Quest_Jib Jig_32.mid
1,1,piece_86,36,-1,../phrases/Donkey Kong_SNES_Donkey Kong Country 2 Diddy's Kong Quest_Jib Jig_36.mid
1,0,piece_87,0,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Introduction_0.mid
1,0,piece_87,4,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Introduction_4.mid
1,0,piece_87,8,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Introduction_8.mid
1,0,piece_87,12,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Introduction_12.mid
1,0,piece_87,16,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Introduction_16.mid
1,0,piece_87,20,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Introduction_20.mid
1,0,piece_87,24,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Introduction_24.mid
1,0,piece_87,28,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Introduction_28.mid
1,0,piece_87,32,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Introduction_32.mid
1,0,piece_87,36,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Introduction_36.mid
1,0,piece_87,40,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Introduction_40.mid
1,1,piece_89,0,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Rufuss Welcoming Ceremony_0.mid
1,1,piece_89,4,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Rufuss Welcoming Ceremony_4.mid
1,1,piece_89,8,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Rufuss Welcoming Ceremony_8.mid
1,1,piece_89,12,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Rufuss Welcoming Ceremony_12.mid
1,1,piece_89,16,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Rufuss Welcoming Ceremony_16.mid
1,1,piece_89,20,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Rufuss Welcoming Ceremony_20.mid
1,1,piece_89,24,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Rufuss Welcoming Ceremony_24.mid
1,1,piece_89,28,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Rufuss Welcoming Ceremony_28.mid
1,1,piece_89,32,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Rufuss Welcoming Ceremony_32.mid
1,1,piece_89,36,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Rufuss Welcoming Ceremony_36.mid
1,1,piece_89,40,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Rufuss Welcoming Ceremony_40.mid
1,1,piece_89,44,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Rufuss Welcoming Ceremony_44.mid
1,1,piece_89,48,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Rufuss Welcoming Ceremony_48.mid
1,1,piece_89,52,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Rufuss Welcoming Ceremony_52.mid
1,1,piece_89,56,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Rufuss Welcoming Ceremony_56.mid
1,0,piece_92,0,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Great Warrior_0.mid
1,0,piece_92,4,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Great Warrior_4.mid
1,0,piece_92,8,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Great Warrior_8.mid
1,0,piece_92,12,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Great Warrior_12.mid
1,0,piece_92,16,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Great Warrior_16.mid
1,0,piece_92,20,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Great Warrior_20.mid
1,0,piece_92,24,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Great Warrior_24.mid
1,0,piece_92,28,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Great Warrior_28.mid
1,0,piece_92,32,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Great Warrior_32.mid
1,0,piece_92,36,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Great Warrior_36.mid
1,0,piece_92,40,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Great Warrior_40.mid
1,0,piece_92,44,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Great Warrior_44.mid
1,0,piece_92,48,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Great Warrior_48.mid
1,0,piece_92,52,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Great Warrior_52.mid
1,0,piece_92,56,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Great Warrior_56.mid
1,0,piece_92,60,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Great Warrior_60.mid
1,0,piece_92,64,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Great Warrior_64.mid
1,0,piece_92,68,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Great Warrior_68.mid
1,0,piece_92,72,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Great Warrior_72.mid
1,0,piece_92,76,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Great Warrior_76.mid
1,0,piece_92,80,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Great Warrior_80.mid
1,1,piece_92,0,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Great Warrior_0.mid
0,1,piece_93,0,-1,../phrases/Banjo-Kazooie_N64_Banjo-Kazooie_Mad Monster Mansion_0.mid
0,1,piece_93,4,-1,../phrases/Banjo-Kazooie_N64_Banjo-Kazooie_Mad Monster Mansion_4.mid
0,1,piece_93,8,-1,../phrases/Banjo-Kazooie_N64_Banjo-Kazooie_Mad Monster Mansion_8.mid
0,1,piece_93,12,-1,../phrases/Banjo-Kazooie_N64_Banjo-Kazooie_Mad Monster Mansion_12.mid
0,1,piece_93,16,-1,../phrases/Banjo-Kazooie_N64_Banjo-Kazooie_Mad Monster Mansion_16.mid
0,1,piece_93,20,-1,../phrases/Banjo-Kazooie_N64_Banjo-Kazooie_Mad Monster Mansion_20.mid
1,1,piece_93,0,-1,../phrases/Banjo-Kazooie_N64_Banjo-Kazooie_Mad Monster Mansion_0.mid
1,1,piece_93,4,-1,../phrases/Banjo-Kazooie_N64_Banjo-Kazooie_Mad Monster Mansion_4.mid
0,1,piece_93,0,-1,../phrases/Banjo-Kazooie_N64_Banjo-Kazooie_Mad Monster Mansion_0.mid
0,1,piece_93,4,-1,../phrases/Banjo-Kazooie_N64_Banjo-Kazooie_Mad Monster Mansion_4.mid
0,1,piece_93,8,-1,../phrases/Banjo-Kazooie_N64_Banjo-Kazooie_Mad Monster Mansion_8.mid
0,1,piece_93,12,-1,../phrases/Banjo-Kazooie_N64_Banjo-Kazooie_Mad Monster Mansion_12.mid
0,1,piece_96,0,-1,../phrases/Star Fox_SNES_Star Fox_Venom_0.mid
0,1,piece_96,4,-1,../phrases/Star Fox_SNES_Star Fox_Venom_4.mid
0,1,piece_96,8,-1,../phrases/Star Fox_SNES_Star Fox_Venom_8.mid
0,1,piece_96,12,-1,../phrases/Star Fox_SNES_Star Fox_Venom_12.mid
0,1,piece_96,16,-1,../phrases/Star Fox_SNES_Star Fox_Venom_16.mid
0,1,piece_96,20,-1,../phrases/Star Fox_SNES_Star Fox_Venom_20.mid
0,1,piece_96,24,-1,../phrases/Star Fox_SNES_Star Fox_Venom_24.mid
1,0,piece_98,0,-1,../phrases/Xeno_PS1_Xenogears_Bonds of Sea and Fire_0.mid
1,0,piece_98,4,-1,../phrases/Xeno_PS1_Xenogears_Bonds of Sea and Fire_4.mid
1,0,piece_98,8,-1,../phrases/Xeno_PS1_Xenogears_Bonds of Sea and Fire_8.mid
1,0,piece_98,12,-1,../phrases/Xeno_PS1_Xenogears_Bonds of Sea and Fire_12.mid
1,0,piece_98,16,-1,../phrases/Xeno_PS1_Xenogears_Bonds of Sea and Fire_16.mid
1,0,piece_98,20,-1,../phrases/Xeno_PS1_Xenogears_Bonds of Sea and Fire_20.mid
1,0,piece_98,24,-1,../phrases/Xeno_PS1_Xenogears_Bonds of Sea and Fire_24.mid
1,0,piece_98,28,-1,../phrases/Xeno_PS1_Xenogears_Bonds of Sea and Fire_28.mid
0,1,piece_99,0,-1,../phrases/Banjo-Kazooie_N64_Banjo-Tooie_Chilly Willy Chilli Billi_0.mid
0,1,piece_99,4,-1,../phrases/Banjo-Kazooie_N64_Banjo-Tooie_Chilly Willy Chilli Billi_4.mid
0,1,piece_99,8,-1,../phrases/Banjo-Kazooie_N64_Banjo-Tooie_Chilly Willy Chilli Billi_8.mid
0,1,piece_99,12,-1,../phrases/Banjo-Kazooie_N64_Banjo-Tooie_Chilly Willy Chilli Billi_12.mid
0,1,piece_99,16,-1,../phrases/Banjo-Kazooie_N64_Banjo-Tooie_Chilly Willy Chilli Billi_16.mid
0,1,piece_99,20,-1,../phrases/Banjo-Kazooie_N64_Banjo-Tooie_Chilly Willy Chilli Billi_20.mid
0,1,piece_99,24,-1,../phrases/Banjo-Kazooie_N64_Banjo-Tooie_Chilly Willy Chilli Billi_24.mid
0,1,piece_99,28,-1,../phrases/Banjo-Kazooie_N64_Banjo-Tooie_Chilly Willy Chilli Billi_28.mid
0,1,piece_99,32,-1,../phrases/Banjo-Kazooie_N64_Banjo-Tooie_Chilly Willy Chilli Billi_32.mid
1,0,piece_101,0,-1,../phrases/Xeno_PS1_Xenogears_The Wounded Shall Advance Into the Light_0.mid
1,0,piece_101,4,-1,../phrases/Xeno_PS1_Xenogears_The Wounded Shall Advance Into the Light_4.mid
1,0,piece_101,8,-1,../phrases/Xeno_PS1_Xenogears_The Wounded Shall Advance Into the Light_8.mid
1,0,piece_101,12,-1,../phrases/Xeno_PS1_Xenogears_The Wounded Shall Advance Into the Light_12.mid
1,0,piece_101,16,-1,../phrases/Xeno_PS1_Xenogears_The Wounded Shall Advance Into the Light_16.mid
1,0,piece_101,20,-1,../phrases/Xeno_PS1_Xenogears_The Wounded Shall Advance Into the Light_20.mid
1,0,piece_101,24,-1,../phrases/Xeno_PS1_Xenogears_The Wounded Shall Advance Into the Light_24.mid
1,0,piece_101,28,-1,../phrases/Xeno_PS1_Xenogears_The Wounded Shall Advance Into the Light_28.mid
1,0,piece_101,32,-1,../phrases/Xeno_PS1_Xenogears_The Wounded Shall Advance Into the Light_32.mid
1,0,piece_106,0,-1,../phrases/Battle of Olympus_NES_Battle of Olympus_A Brave Warrior_0.mid
1,0,piece_106,4,-1,../phrases/Battle of Olympus_NES_Battle of Olympus_A Brave Warrior_4.mid
1,0,piece_106,8,-1,../phrases/Battle of Olympus_NES_Battle of Olympus_A Brave Warrior_8.mid
1,0,piece_106,12,-1,../phrases/Battle of Olympus_NES_Battle of Olympus_A Brave Warrior_12.mid
1,0,piece_106,16,-1,../phrases/Battle of Olympus_NES_Battle of Olympus_A Brave Warrior_16.mid
1,1,piece_106,0,-1,../phrases/Battle of Olympus_NES_Battle of Olympus_A Brave Warrior_0.mid
1,1,piece_106,4,-1,../phrases/Battle of Olympus_NES_Battle of Olympus_A Brave Warrior_4.mid
1,1,piece_106,8,-1,../phrases/Battle of Olympus_NES_Battle of Olympus_A Brave Warrior_8.mid
1,1,piece_106,12,-1,../phrases/Battle of Olympus_NES_Battle of Olympus_A Brave Warrior_12.mid
1,1,piece_106,16,-1,../phrases/Battle of Olympus_NES_Battle of Olympus_A Brave Warrior_16.mid
1,1,piece_106,20,-1,../phrases/Battle of Olympus_NES_Battle of Olympus_A Brave Warrior_20.mid
1,1,piece_106,24,-1,../phrases/Battle of Olympus_NES_Battle of Olympus_A Brave Warrior_24.mid
1,1,piece_106,28,-1,../phrases/Battle of Olympus_NES_Battle of Olympus_A Brave Warrior_28.mid
1,1,piece_106,32,-1,../phrases/Battle of Olympus_NES_Battle of Olympus_A Brave Warrior_32.mid
1,1,piece_106,36,-1,../phrases/Battle of Olympus_NES_Battle of Olympus_A Brave Warrior_36.mid
1,1,piece_106,40,-1,../phrases/Battle of Olympus_NES_Battle of Olympus_A Brave Warrior_40.mid
1,1,piece_106,44,-1,../phrases/Battle of Olympus_NES_Battle of Olympus_A Brave Warrior_44.mid
1,1,piece_106,48,-1,../phrases/Battle of Olympus_NES_Battle of Olympus_A Brave Warrior_48.mid
1,0,piece_106,0,-1,../phrases/Battle of Olympus_NES_Battle of Olympus_A Brave Warrior_0.mid
0,1,piece_108,0,-1,../phrases/Banjo-Kazooie_N64_Banjo-Tooie_Terry_0.mid
0,1,piece_108,4,-1,../phrases/Banjo-Kazooie_N64_Banjo-Tooie_Terry_4.mid
0,1,piece_108,8,-1,../phrases/Banjo-Kazooie_N64_Banjo-Tooie_Terry_8.mid
0,1,piece_108,12,-1,../phrases/Banjo-Kazooie_N64_Banjo-Tooie_Terry_12.mid
0,1,piece_108,16,-1,../phrases/Banjo-Kazooie_N64_Banjo-Tooie_Terry_16.mid
0,1,piece_108,20,-1,../phrases/Banjo-Kazooie_N64_Banjo-Tooie_Terry_20.mid
1,0,piece_109,0,-1,../phrases/Xeno_PS1_Xenogears_Gathering Stars In the Night Sky_0.mid
1,0,piece_109,4,-1,../phrases/Xeno_PS1_Xenogears_Gathering Stars In the Night Sky_4.mid
1,0,piece_109,8,-1,../phrases/Xeno_PS1_Xenogears_Gathering Stars In the Night Sky_8.mid
1,0,piece_109,12,-1,../phrases/Xeno_PS1_Xenogears_Gathering Stars In the Night Sky_12.mid
1,0,piece_109,16,-1,../phrases/Xeno_PS1_Xenogears_Gathering Stars In the Night Sky_16.mid
1,0,piece_109,20,-1,../phrases/Xeno_PS1_Xenogears_Gathering Stars In the Night Sky_20.mid
1,0,piece_109,24,-1,../phrases/Xeno_PS1_Xenogears_Gathering Stars In the Night Sky_24.mid
0,1,piece_110,0,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_One Winged Angel Reborn Arrangement_0.mid
0,1,piece_110,4,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_One Winged Angel Reborn Arrangement_4.mid
0,1,piece_110,8,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_One Winged Angel Reborn Arrangement_8.mid
0,1,piece_110,12,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_One Winged Angel Reborn Arrangement_12.mid
0,1,piece_110,16,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_One Winged Angel Reborn Arrangement_16.mid
0,1,piece_110,20,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_One Winged Angel Reborn Arrangement_20.mid
0,1,piece_110,24,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_One Winged Angel Reborn Arrangement_24.mid
0,1,piece_110,28,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_One Winged Angel Reborn Arrangement_28.mid
0,1,piece_110,32,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_One Winged Angel Reborn Arrangement_32.mid
0,1,piece_110,36,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_One Winged Angel Reborn Arrangement_36.mid
0,1,piece_110,40,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_One Winged Angel Reborn Arrangement_40.mid
0,1,piece_110,44,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_One Winged Angel Reborn Arrangement_44.mid
0,1,piece_110,48,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_One Winged Angel Reborn Arrangement_48.mid
0,1,piece_110,52,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_One Winged Angel Reborn Arrangement_52.mid
0,1,piece_110,56,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_One Winged Angel Reborn Arrangement_56.mid
0,1,piece_110,60,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_One Winged Angel Reborn Arrangement_60.mid
0,1,piece_110,64,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_One Winged Angel Reborn Arrangement_64.mid
0,1,piece_110,68,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_One Winged Angel Reborn Arrangement_68.mid
0,1,piece_110,72,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_One Winged Angel Reborn Arrangement_72.mid
0,1,piece_110,76,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_One Winged Angel Reborn Arrangement_76.mid
0,1,piece_110,80,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_One Winged Angel Reborn Arrangement_80.mid
0,1,piece_110,84,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_One Winged Angel Reborn Arrangement_84.mid
0,1,piece_110,88,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_One Winged Angel Reborn Arrangement_88.mid
0,1,piece_110,92,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_One Winged Angel Reborn Arrangement_92.mid
0,1,piece_110,96,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_One Winged Angel Reborn Arrangement_96.mid
0,1,piece_110,100,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_One Winged Angel Reborn Arrangement_100.mid
0,1,piece_110,104,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_One Winged Angel Reborn Arrangement_104.mid
0,1,piece_110,108,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_One Winged Angel Reborn Arrangement_108.mid
0,1,piece_110,112,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_One Winged Angel Reborn Arrangement_112.mid
0,1,piece_110,116,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_One Winged Angel Reborn Arrangement_116.mid
0,1,piece_110,120,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_One Winged Angel Reborn Arrangement_120.mid
1,1,piece_110,0,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_One Winged Angel Reborn Arrangement_0.mid
0,1,piece_112,0,-1,../phrases/Banjo-Kazooie_N64_Banjo-Tooie_Here Comes Trouble_0.mid
0,1,piece_112,4,-1,../phrases/Banjo-Kazooie_N64_Banjo-Tooie_Here Comes Trouble_4.mid
0,1,piece_112,8,-1,../phrases/Banjo-Kazooie_N64_Banjo-Tooie_Here Comes Trouble_8.mid
0,1,piece_112,12,-1,../phrases/Banjo-Kazooie_N64_Banjo-Tooie_Here Comes Trouble_12.mid
0,1,piece_112,16,-1,../phrases/Banjo-Kazooie_N64_Banjo-Tooie_Here Comes Trouble_16.mid
0,1,piece_112,20,-1,../phrases/Banjo-Kazooie_N64_Banjo-Tooie_Here Comes Trouble_20.mid
0,1,piece_112,28,-1,../phrases/Banjo-Kazooie_N64_Banjo-Tooie_Here Comes Trouble_28.mid
0,1,piece_112,32,-1,../phrases/Banjo-Kazooie_N64_Banjo-Tooie_Here Comes Trouble_32.mid
1,1,piece_113,0,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Cait Siths Theme_0.mid
1,1,piece_113,4,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Cait Siths Theme_4.mid
1,1,piece_113,8,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Cait Siths Theme_8.mid
1,1,piece_113,12,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Cait Siths Theme_12.mid
1,1,piece_113,16,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Cait Siths Theme_16.mid
1,1,piece_113,20,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Cait Siths Theme_20.mid
1,1,piece_113,24,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Cait Siths Theme_24.mid
1,1,piece_113,28,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Cait Siths Theme_28.mid
1,1,piece_113,32,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Cait Siths Theme_32.mid
1,1,piece_113,36,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Cait Siths Theme_36.mid
1,1,piece_113,40,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Cait Siths Theme_40.mid
1,1,piece_113,44,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Cait Siths Theme_44.mid
1,1,piece_113,48,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Cait Siths Theme_48.mid
1,1,piece_113,52,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Cait Siths Theme_52.mid
1,1,piece_113,56,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Cait Siths Theme_56.mid
1,1,piece_113,60,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Cait Siths Theme_60.mid
1,1,piece_113,64,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Cait Siths Theme_64.mid
1,1,piece_113,68,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Cait Siths Theme_68.mid
1,1,piece_113,72,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Cait Siths Theme_72.mid
1,1,piece_113,76,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Cait Siths Theme_76.mid
1,1,piece_113,80,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Cait Siths Theme_80.mid
1,1,piece_113,84,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Cait Siths Theme_84.mid
1,1,piece_113,88,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Cait Siths Theme_88.mid
1,1,piece_113,92,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Cait Siths Theme_92.mid
1,1,piece_113,96,-1,../phrases/Final Fantasy_PS1_Final Fantasy VII_Cait Siths Theme_96.mid
0,0,piece_118,0,-1,../phrases/Other_PC_World of Warcraft Warlords of Draenor_Stormwind_0.mid
0,0,piece_118,4,-1,../phrases/Other_PC_World of Warcraft Warlords of Draenor_Stormwind_4.mid
0,0,piece_118,8,-1,../phrases/Other_PC_World of Warcraft Warlords of Draenor_Stormwind_8.mid
0,0,piece_118,12,-1,../phrases/Other_PC_World of Warcraft Warlords of Draenor_Stormwind_12.mid
0,0,piece_118,16,-1,../phrases/Other_PC_World of Warcraft Warlords of Draenor_Stormwind_16.mid
0,0,piece_118,20,-1,../phrases/Other_PC_World of Warcraft Warlords of Draenor_Stormwind_20.mid
